0.94,0,0,0,1,0.06,0,0,0,0,1,0,4.715697857503606
0.94,0,1,0,0,0.06,0,0,0,0,1,0,4.663414279565205
0.94,0,0,1,0,0.06,0,0,0,0,1,0,4.791690622655121
0.94,1,0,0,0,0.06,0,0,0,0,1,0,4.765192949855696
0.9395,0,0,0,1,0.0605,0,0,0,0,1,0,4.715697857503606
0.9395,0,1,0,0,0.0605,0,0,0,0,1,0,4.663125874803301
0.9395,0,0,1,0,0.0605,0,0,0,0,1,0,4.796771955988454
0.9395,1,0,0,0,0.0605,0,0,0,0,1,0,4.7692875321067785
0.9390000000000001,0,0,0,1,0.061,0,0,0,0,1,0,4.7147898575036065
0.9390000000000001,0,1,0,0,0.061,0,0,0,0,1,0,4.667714208136634
0.9390000000000001,0,0,1,0,0.061,0,0,0,0,1,0,4.824229217893216
0.9390000000000001,1,0,0,0,0.061,0,0,0,0,1,0,4.784674415501162
0.9384999999999999,0,0,0,1,0.061500000000000006,0,0,0,0,1,0,4.714811857503606
0.9384999999999999,0,1,0,0,0.061500000000000006,0,0,0,0,1,0,4.658136708136633
0.9384999999999999,0,0,1,0,0.061500000000000006,0,0,0,0,1,0,4.821870178932177
0.9384999999999999,1,0,0,0,0.061500000000000006,0,0,0,0,1,0,4.796856415501162
0.938,0,0,0,1,0.062,0,0,0,0,1,0,4.725609857503606
0.938,0,1,0,0,0.062,0,0,0,0,1,0,4.657149814197239
0.938,0,0,1,0,0.062,0,0,0,0,1,0,4.824938274170273
0.938,1,0,0,0,0.062,0,0,0,0,1,0,4.796856415501162
0.9375,0,0,0,1,0.0625,0,0,0,0,1,0,4.725609857503606
0.9375,0,1,0,0,0.0625,0,0,0,0,1,0,4.673167480863906
0.9375,0,0,1,0,0.0625,0,0,0,0,1,0,4.805834131313129
0.9375,1,0,0,0,0.0625,0,0,0,0,1,0,4.796604292124538
0.937,0,0,0,1,0.063,0,0,0,0,1,0,4.676599703463203
0.937,0,1,0,0,0.063,0,0,0,0,1,0,4.650863047619045
0.937,0,0,1,0,0.063,0,0,0,0,1,0,4.7084375274170265
0.937,1,0,0,0,0.063,0,0,0,0,1,0,4.7046650158730134
0.9365000000000001,0,0,0,1,0.0635,0,0,0,0,1,0,4.676599703463203
0.9365000000000001,0,1,0,0,0.0635,0,0,0,0,1,0,4.634383047619045
0.9365000000000001,0,0,1,0,0.0635,0,0,0,0,1,0,4.74400967027417
0.9365000000000001,1,0,0,0,0.0635,0,0,0,0,1,0,4.702725015873013
0.9359999999999999,0,0,0,1,0.064,0,0,0,0,1,0,4.677456370129869
0.9359999999999999,0,1,0,0,0.064,0,0,0,0,1,0,4.646611380952378
0.9359999999999999,0,0,1,0,0.064,0,0,0,0,1,0,4.745360170274169
0.9359999999999999,1,0,0,0,0.064,0,0,0,0,1,0,4.697165015873014
0.9355,0,0,0,1,0.0645,0,0,0,0,1,0,4.671705536796535
0.9355,0,1,0,0,0.0645,0,0,0,0,1,0,4.625535190476188
0.9355,0,0,1,0,0.0645,0,0,0,0,1,0,4.740837170274169
0.9355,1,0,0,0,0.0645,0,0,0,0,1,0,4.692887873015871
0.935,0,0,0,1,0.065,0,0,0,0,1,0,4.669703870129869
0.935,0,1,0,0,0.065,0,0,0,0,1,0,4.631674833333331
0.935,0,0,1,0,0.065,0,0,0,0,1,0,4.600474146464646
0.935,1,0,0,0,0.065,0,0,0,0,1,0,4.685684539682538
0.9345,0,0,0,1,0.0655,0,0,0,0,1,0,4.643790142857141
0.9345,0,1,0,0,0.0655,0,0,0,0,1,0,4.619106261904759
0.9345,0,0,1,0,0.0655,0,0,0,0,1,0,4.620082479797979
0.9345,1,0,0,0,0.0655,0,0,0,0,1,0,4.68290168253968
0.934,0,0,0,1,0.066,0,0,0,0,1,0,4.6463168095238085
0.934,0,1,0,0,0.066,0,0,0,0,1,0,4.6216462619047585
0.934,0,0,1,0,0.066,0,0,0,0,1,0,4.620082479797979
0.934,1,0,0,0,0.066,0,0,0,0,1,0,4.76026776129426
0.9335,0,0,0,1,0.0665,0,0,0,0,1,0,4.671758809523809
0.9335,0,1,0,0,0.0665,0,0,0,0,1,0,4.83059876190476
0.9335,0,0,1,0,0.0665,0,0,0,0,1,0,4.620000813131313
0.9335,1,0,0,0,0.0665,0,0,0,0,1,0,4.759805380341879
0.9329999999999999,0,0,0,1,0.067,0,0,0,0,1,0,4.671643809523809
0.9329999999999999,0,1,0,0,0.067,0,0,0,0,1,0,4.806778285714284
0.9329999999999999,0,0,1,0,0.067,0,0,0,0,1,0,4.611760051226551
0.9329999999999999,1,0,0,0,0.067,0,0,0,0,1,0,4.758085380341879
0.9325,0,0,0,1,0.0675,0,0,0,0,1,0,4.667191809523809
0.9325,0,1,0,0,0.0675,0,0,0,0,1,0,4.815775428571426
0.9325,0,0,1,0,0.0675,0,0,0,0,1,0,4.618881122655122
0.9325,1,0,0,0,0.0675,0,0,0,0,1,0,4.7581566898656895
0.932,0,0,0,1,0.068,0,0,0,0,1,0,4.680136809523809
0.932,0,1,0,0,0.068,0,0,0,0,1,0,4.815846738095235
0.932,0,0,1,0,0.068,0,0,0,0,1,0,4.6241411226551214
0.932,1,0,0,0,0.068,0,0,0,0,1,0,4.7581566898656895
0.9315000000000001,0,0,0,1,0.06849999999999999,0,0,0,0,1,0,4.687470619047619
0.9315000000000001,0,1,0,0,0.06849999999999999,0,0,0,0,1,0,4.815846738095235
0.9315000000000001,0,0,1,0,0.06849999999999999,0,0,0,0,1,0,4.6241411226551214
0.9315000000000001,1,0,0,0,0.06849999999999999,0,0,0,0,1,0,4.762930023199023
0.9309999999999999,0,0,0,1,0.069,0,0,0,0,1,0,4.687948119047618
0.9309999999999999,0,1,0,0,0.069,0,0,0,0,1,0,4.826767690476189
0.9309999999999999,0,0,1,0,0.069,0,0,0,0,1,0,4.621162031746031
0.9309999999999999,1,0,0,0,0.069,0,0,0,0,1,0,4.758897023199022
0.9305,0,0,0,1,0.0695,0,0,0,0,1,0,4.687948119047618
0.9305,0,1,0,0,0.0695,0,0,0,0,1,0,4.819531023809521
0.9305,0,0,1,0,0.0695,0,0,0,0,1,0,4.615602031746032
0.9305,1,0,0,0,0.0695,0,0,0,0,1,0,4.754040356532356
0.93,0,0,0,1,0.07,0,0,0,0,1,0,4.687948119047618
0.93,0,1,0,0,0.07,0,0,0,0,1,0,4.819261023809521
